Date,Open,High,Low,Close,Volume
2021-01-04,0.785700,0.789600,0.781500,0.783000,2339
2021-01-05,0.782300,0.790300,0.781900,0.789700,2148
2021-01-06,0.789200,0.791900,0.786100,0.787900,2378
2021-01-07,0.789200,0.789800,0.785500,0.788500,1446
2021-01-08,0.788300,0.790300,0.784800,0.786800,1621
2021-01-11,0.787500,0.787500,0.779300,0.782900,1704
2021-01-12,0.782800,0.787000,0.782000,0.786200,1143
2021-01-13,0.786600,0.788700,0.784600,0.787700,1487
2021-01-14,0.787600,0.792300,0.787100,0.791600,1496
2021-01-15,0.791100,0.791600,0.783600,0.785900,2083
2021-01-19,0.785700,0.786500,0.781400,0.785600,2525
2021-01-20,0.785500,0.793400,0.785500,0.791100,2077
2021-01-21,0.791800,0.794400,0.790800,0.792000,2153
2021-01-22,0.791700,0.791700,0.785100,0.785900,1761
2021-01-25,0.785500,0.788300,0.782700,0.784400,1774
2021-01-26,0.784900,0.788100,0.782400,0.787800,1802
2021-01-27,0.788000,0.788500,0.779900,0.781700,2742
2021-01-28,0.781200,0.782000,0.776400,0.781700,2381
2021-01-29,0.780100,0.785100,0.776800,0.781200,2884
2021-02-01,0.781800,0.783600,0.777400,0.778800,3028
2021-02-02,0.778200,0.782500,0.777000,0.781000,2645
2021-02-03,0.782400,0.783500,0.780700,0.782500,2176
2021-02-04,0.782400,0.782700,0.778600,0.779400,2428
2021-02-05,0.779700,0.783800,0.779000,0.783300,2651
2021-02-08,0.783500,0.785300,0.782500,0.784900,1640
2021-02-09,0.784800,0.788000,0.783300,0.787800,2271
2021-02-10,0.787800,0.789500,0.786800,0.788100,2307
2021-02-11,0.787400,0.789800,0.786700,0.787500,1919
2021-02-12,0.787100,0.788800,0.783400,0.787200,1759
2021-02-16,0.788100,0.793100,0.787200,0.788800,3557
2021-02-17,0.787800,0.788200,0.784600,0.787500,1517
2021-02-18,0.787200,0.789600,0.785500,0.788700,2281
2021-02-19,0.788800,0.794100,0.786700,0.792400,2780
2021-02-22,0.792800,0.794900,0.790300,0.793700,2857
2021-02-23,0.792900,0.795200,0.790700,0.794100,2158
2021-02-24,0.794200,0.799700,0.793800,0.798200,2018
2021-02-25,0.799100,0.802100,0.792900,0.795200,2510
2021-02-26,0.794100,0.794400,0.784400,0.787000,4320
2021-03-01,0.784900,0.791200,0.784900,0.790500,2547
2021-03-02,0.791200,0.793600,0.787500,0.792600,2013
2021-03-03,0.791000,0.794200,0.789900,0.791400,2499
2021-03-04,0.790000,0.795200,0.787800,0.789850,2670
2021-03-05,0.789400,0.790800,0.785200,0.789600,2817
2021-03-08,0.790000,0.793500,0.787400,0.790200,2048
2021-03-09,0.789600,0.794100,0.788300,0.791600,1955
2021-03-10,0.791200,0.793100,0.788500,0.792100,2226
2021-03-11,0.792300,0.798700,0.792100,0.797500,2138
2021-03-12,0.797600,0.802500,0.795400,0.802200,974
2021-03-15,0.800600,0.803500,0.800000,0.801700,227
2021-03-16,0.801800,0.801800,0.796700,0.801800,1574
2021-03-17,0.803700,0.806500,0.800700,0.805500,1890
2021-03-18,0.805900,0.808800,0.798500,0.799600,3102
2021-03-19,0.800600,0.802500,0.797100,0.800400,2324
2021-03-22,0.799000,0.801800,0.797600,0.799600,1925
2021-03-23,0.798800,0.798900,0.794200,0.795700,2845
2021-03-24,0.795000,0.797200,0.793200,0.796000,1579
2021-03-25,0.795200,0.797100,0.792000,0.792800,1624
2021-03-26,0.793300,0.796000,0.793200,0.794200,1263
2021-03-29,0.794700,0.795800,0.792100,0.794000,2194
2021-03-30,0.794000,0.794900,0.790800,0.791700,1598
2021-03-31,0.792100,0.797500,0.791600,0.795700,2361
2021-04-01,0.796100,0.797300,0.793600,0.797000,1665
2021-04-05,0.795000,0.799900,0.794000,0.798500,1700
2021-04-06,0.798500,0.799000,0.794900,0.795100,2368
2021-04-07,0.795400,0.795700,0.791400,0.792200,2479
2021-04-08,0.792800,0.796400,0.792100,0.795900,2242
2021-04-09,0.795900,0.798400,0.793100,0.798400,2475
2021-04-12,0.798000,0.798300,0.795400,0.796100,1742
2021-04-13,0.796000,0.798300,0.788800,0.797900,3279
2021-04-14,0.797800,0.800000,0.795100,0.798500,2884
2021-04-15,0.799000,0.801500,0.796400,0.797700,2133
2021-04-16,0.797400,0.800400,0.796300,0.800000,1879
2021-04-19,0.799000,0.801900,0.797200,0.798200,2209
2021-04-20,0.798300,0.801500,0.792100,0.792600,2549
2021-04-21,0.793000,0.802700,0.790300,0.800300,4100
2021-04-22,0.800400,0.801700,0.797800,0.800400,2484
2021-04-23,0.799800,0.802500,0.799400,0.801700,1732
2021-04-26,0.801800,0.807500,0.800700,0.806600,1686
2021-04-27,0.807100,0.807300,0.805400,0.806100,1190
2021-04-28,0.806200,0.812600,0.805300,0.812000,2180
2021-04-29,0.812000,0.814600,0.811700,0.814400,2562
2021-04-30,0.814300,0.815300,0.811500,0.814400,2277
2021-05-03,0.814100,0.815200,0.811900,0.814800,2190
2021-05-04,0.814700,0.814700,0.809600,0.812600,2403
2021-05-05,0.812700,0.816200,0.812400,0.814400,1794
2021-05-06,0.815100,0.823600,0.813900,0.820900,2561
2021-05-07,0.822900,0.824700,0.820200,0.823700,3565
2021-05-10,0.824500,0.827900,0.824300,0.826600,2759
2021-05-11,0.826300,0.828000,0.824700,0.827200,2435
2021-05-12,0.826800,0.830000,0.823900,0.826100,3524
2021-05-13,0.824500,0.826200,0.819500,0.821900,3352
2021-05-14,0.822300,0.827800,0.821100,0.825600,2732
2021-05-17,0.825800,0.829100,0.824000,0.829100,2041
2021-05-18,0.828600,0.832400,0.827600,0.829300,2569
2021-05-19,0.829000,0.829900,0.823600,0.824100,3314
2021-05-20,0.824500,0.829900,0.823500,0.829200,3079
2021-05-21,0.829300,0.831500,0.826800,0.829000,3133
2021-05-24,0.829000,0.830600,0.827500,0.830100,2202
2021-05-25,0.830100,0.831200,0.828000,0.829200,2152
2021-05-26,0.828600,0.830400,0.824400,0.825500,2448
2021-05-27,0.825000,0.829300,0.823600,0.828800,3086
2021-05-28,0.828600,0.828900,0.825000,0.827400,3384
2021-06-01,0.828200,0.832900,0.827000,0.829300,3899
2021-06-02,0.828500,0.831200,0.826900,0.830800,1923
2021-06-03,0.830700,0.831200,0.825000,0.826000,2919
2021-06-04,0.825900,0.828400,0.824200,0.828200,3331
2021-06-07,0.828100,0.829400,0.826100,0.828400,2359
2021-06-08,0.827500,0.828300,0.825200,0.826100,2098
2021-06-09,0.825500,0.829200,0.825100,0.826100,2349
2021-06-10,0.825600,0.828400,0.821000,0.827300,2489
2021-06-11,0.826800,0.827800,0.821300,0.821900,1105
2021-06-14,0.821900,0.824600,0.817300,0.823400,285
2021-06-15,0.823800,0.824100,0.820100,0.821450,2313
2021-06-16,0.820700,0.822500,0.814000,0.815300,2962
2021-06-17,0.814700,0.815500,0.807800,0.809600,3456
2021-06-18,0.809700,0.810400,0.801300,0.804800,3692
2021-06-21,0.802300,0.809700,0.800900,0.809200,3517
2021-06-22,0.808900,0.812900,0.806200,0.811700,2342
2021-06-23,0.812700,0.816100,0.811100,0.812700,2686
2021-06-24,0.812500,0.814100,0.810300,0.811600,2118
2021-06-25,0.811500,0.814800,0.811100,0.812500,1966
2021-06-28,0.813000,0.813800,0.809000,0.810200,1865
2021-06-29,0.810200,0.810800,0.806000,0.807000,2288
2021-06-30,0.806500,0.809400,0.804900,0.806200,2525
2021-07-01,0.806700,0.808800,0.803500,0.803600,2098
2021-07-02,0.803900,0.812300,0.803200,0.810100,3631
2021-07-06,0.811900,0.812800,0.800300,0.802400,6235
2021-07-07,0.802600,0.804900,0.798700,0.801500,3381
2021-07-08,0.801100,0.801300,0.794300,0.797900,4103
2021-07-09,0.797900,0.803700,0.796400,0.802900,3125
2021-07-12,0.803100,0.803500,0.799200,0.802200,2148
2021-07-13,0.802800,0.803700,0.797500,0.798900,2748
2021-07-14,0.799200,0.805800,0.798400,0.799400,3106
2021-07-15,0.799100,0.799800,0.792800,0.793100,3026
2021-07-16,0.794100,0.796100,0.792200,0.793200,2893
2021-07-19,0.792900,0.792900,0.780800,0.783700,4662
2021-07-20,0.784400,0.788800,0.782100,0.787700,3510
2021-07-21,0.788900,0.798300,0.785600,0.796100,3824
2021-07-22,0.796000,0.798000,0.793900,0.796400,3430
2021-07-23,0.796100,0.796400,0.793200,0.795200,2015
2021-07-26,0.796000,0.798200,0.794100,0.797000,2206
2021-07-27,0.797000,0.797500,0.793400,0.794200,1862
2021-07-28,0.793600,0.798900,0.793400,0.798100,3189
2021-07-29,0.798300,0.804200,0.798100,0.804000,3407
2021-07-30,0.803500,0.804900,0.800600,0.801300,2594
2021-08-02,0.801600,0.803000,0.799000,0.799400,2164
2021-08-03,0.799600,0.800700,0.795100,0.797600,2567
2021-08-04,0.797500,0.798900,0.795400,0.796800,2358
2021-08-05,0.797100,0.801600,0.797000,0.800300,1560
2021-08-06,0.800500,0.800600,0.794800,0.796200,2091
2021-08-09,0.796600,0.797900,0.794400,0.795300,2138
2021-08-10,0.795000,0.798700,0.794300,0.798300,1881
2021-08-11,0.798700,0.800600,0.796900,0.799400,2258
2021-08-12,0.799700,0.799900,0.797800,0.798000,1281
2021-08-13,0.798300,0.799800,0.798000,0.798900,1535
2021-08-16,0.798600,0.799200,0.794600,0.795500,1856
2021-08-17,0.794900,0.795500,0.790600,0.792100,2416
2021-08-18,0.792000,0.793700,0.789700,0.791600,1799
2021-08-19,0.790100,0.790500,0.779300,0.780000,5706
2021-08-20,0.779400,0.780300,0.772200,0.778400,4533
2021-08-23,0.778900,0.791000,0.778900,0.790800,4080
2021-08-24,0.791300,0.794900,0.790000,0.794000,2792
2021-08-25,0.794400,0.794400,0.791000,0.793700,2493
2021-08-26,0.793900,0.794400,0.787600,0.788300,2292
2021-08-27,0.788300,0.793200,0.786900,0.792400,2641
2021-08-30,0.793000,0.795300,0.791400,0.793200,2117
2021-08-31,0.793300,0.795500,0.790400,0.793200,2822
2021-09-01,0.792700,0.794800,0.791300,0.792700,2250
2021-09-02,0.792300,0.796800,0.791300,0.796500,2997
2021-09-03,0.796700,0.800300,0.796300,0.799100,2400
2021-09-07,0.800400,0.800400,0.790300,0.791000,3547
2021-09-08,0.790700,0.791900,0.783600,0.789000,3065
2021-09-09,0.787900,0.792300,0.785700,0.790600,2628
2021-09-10,0.789600,0.794500,0.787700,0.790000,983
2021-09-13,0.788200,0.791400,0.787600,0.789500,340
2021-09-14,0.790200,0.793600,0.789400,0.790150,2968
2021-09-15,0.787200,0.792000,0.786800,0.791000,2284
2021-09-16,0.792000,0.792400,0.787400,0.788600,2596
2021-09-17,0.788600,0.791200,0.782800,0.784500,2570
2021-09-20,0.784100,0.784100,0.775400,0.779500,3110
2021-09-21,0.780300,0.784600,0.778200,0.780500,3173
2021-09-22,0.780300,0.787500,0.779500,0.782500,3796
2021-09-23,0.782700,0.791400,0.781400,0.790500,4174
2021-09-24,0.790100,0.790900,0.785500,0.789700,3749
2021-09-27,0.790100,0.793300,0.789000,0.792300,4080
2021-09-28,0.791800,0.793900,0.786800,0.788700,3918
2021-09-29,0.786600,0.789300,0.782800,0.784400,4155
2021-09-30,0.783700,0.791600,0.783500,0.789900,3429
2021-10-01,0.788100,0.791900,0.784900,0.791300,3513
2021-10-04,0.791100,0.796200,0.790200,0.794800,4864
2021-10-05,0.794200,0.797100,0.791800,0.795000,3425
2021-10-06,0.795000,0.795000,0.790500,0.794200,2650
2021-10-07,0.794100,0.797400,0.793700,0.796500,2957
2021-10-08,0.796700,0.803000,0.796000,0.802500,3168
2021-10-11,0.801400,0.803400,0.800500,0.801300,1766
2021-10-12,0.801300,0.804100,0.800000,0.802400,2144
2021-10-13,0.802400,0.804400,0.801300,0.804200,2064
2021-10-14,0.804000,0.809400,0.803600,0.808500,2426
2021-10-15,0.808200,0.810600,0.806600,0.807500,2841
2021-10-18,0.808900,0.809700,0.805700,0.808000,2737
2021-10-19,0.807900,0.812200,0.807500,0.809100,3175
2021-10-20,0.808600,0.812500,0.808600,0.812000,1766
2021-10-21,0.811800,0.813700,0.807400,0.807700,2617
2021-10-22,0.808300,0.811500,0.807100,0.808600,2061
2021-10-25,0.808300,0.810400,0.806300,0.807400,1773
2021-10-26,0.807500,0.809600,0.806700,0.807300,1569
2021-10-27,0.807100,0.812900,0.804300,0.810100,3246
2021-10-28,0.809000,0.811000,0.807600,0.809900,1725
2021-10-29,0.809900,0.811100,0.805900,0.808100,2033
2021-11-01,0.808000,0.809500,0.806100,0.808400,1298
2021-11-02,0.808200,0.808400,0.804800,0.806000,1410
2021-11-03,0.805900,0.807600,0.802800,0.807000,2273
2021-11-04,0.807200,0.807900,0.801800,0.802500,2014
2021-11-05,0.802500,0.804000,0.801300,0.802700,2189
2021-11-08,0.803000,0.804100,0.802200,0.803500,1464
2021-11-09,0.803800,0.804500,0.800900,0.804100,2017
2021-11-10,0.804200,0.807300,0.799700,0.800200,2995
2021-11-11,0.800400,0.801100,0.793800,0.794900,4170
2021-11-12,0.794900,0.797400,0.793400,0.796600,2805
2021-11-15,0.796700,0.799900,0.796400,0.799300,1706
2021-11-16,0.799400,0.800500,0.795700,0.796200,2074
2021-11-17,0.796100,0.797200,0.792200,0.792700,2496
2021-11-18,0.792700,0.794100,0.790600,0.793600,2204
2021-11-19,0.793600,0.794700,0.789700,0.789900,2341
2021-11-22,0.788200,0.791800,0.787100,0.787400,1660
2021-11-23,0.787400,0.789900,0.784600,0.788500,2343
2021-11-24,0.789000,0.790500,0.786800,0.789200,2397
2021-11-25,0.789700,0.791100,0.788800,0.790600,2397
2021-11-26,0.789700,0.791100,0.781300,0.782700,5990
2021-11-29,0.782700,0.786000,0.781700,0.783000,2452
2021-11-30,0.784800,0.785400,0.778900,0.782200,4199
2021-12-01,0.778800,0.786600,0.778800,0.780600,3811
2021-12-02,0.780300,0.782500,0.778900,0.780500,3552
2021-12-03,0.780600,0.784600,0.777900,0.779000,5277
2021-12-06,0.779000,0.784000,0.778700,0.783100,2908
2021-12-07,0.783700,0.791400,0.783200,0.790600,3242
2021-12-08,0.790700,0.793300,0.789600,0.790000,4008
2021-12-09,0.790200,0.790500,0.786100,0.786200,3150
2021-12-10,0.786800,0.788500,0.785300,0.785600,1048
2021-12-13,0.785600,0.786700,0.780000,0.781500,322
2021-12-14,0.780400,0.780400,0.777400,0.779450,2412
2021-12-15,0.777500,0.779400,0.773200,0.777100,3659
2021-12-16,0.779300,0.783600,0.777800,0.781600,4860
2021-12-17,0.782600,0.782800,0.775100,0.776600,2462
2021-12-20,0.775300,0.775900,0.771400,0.772300,2072
2021-12-21,0.772700,0.774400,0.772400,0.773700,2526
2021-12-22,0.774200,0.779200,0.773700,0.778600,2811
2021-12-23,0.778600,0.781200,0.777900,0.780900,1508
2021-12-27,0.780800,0.782500,0.778300,0.781400,973
2021-12-28,0.782000,0.782300,0.779300,0.780200,1142
2021-12-29,0.780200,0.781800,0.779000,0.781500,1440
2021-12-30,0.781700,0.785200,0.780300,0.784700,2381
